Timestamp (s),Position_X (m),Position_Y (m),Position_Z (m),Speed_X (m/s),Speed_Y (m/s),Speed_Z (m/s),Pitch (rad),Roll (rad),Yaw (rad),Image_Center_Offset (pixels),rotation_end_time£¨s£©,rotation_end_time£¨s£©,Rotation Duration (s)
84.09 s,-1.13 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0019470066561967099,0.001314879793284918,-0.014688064,-8 pixels,N/A,N/A,N/A
84.21 s,-1.12 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0019365231991749126,0.0012582451916203826,-0.014638975,-8 pixels,N/A,N/A,N/A
84.33 s,-1.11 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0018543432996679507,0.0013077750384958347,-0.014657246,-8 pixels,N/A,N/A,N/A
84.45 s,-1.10 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.001983770719080979,0.00124343659747817,-0.014664056,-8 pixels,N/A,N/A,N/A
84.57 s,-1.09 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0020107559483033164,0.0012834717432822803,-0.014658818,-8 pixels,N/A,N/A,N/A
84.69 s,-1.08 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0021536402851712625,0.0012288069406906068,-0.014681085,-8 pixels,N/A,N/A,N/A
84.8 s,-1.07 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0020980816652290844,0.001302490563777044,-0.014643314,-7 pixels,N/A,N/A,N/A
84.92 s,-1.06 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0020999971665403806,0.00121944809205031,-0.014621742,-7 pixels,N/A,N/A,N/A
85.04 s,-1.05 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.001993252520490303,0.0012117126117548742,-0.014684363,-7 pixels,N/A,N/A,N/A
85.16 s,-1.04 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0019513223643797242,0.0012471719332785621,-0.014573577,-7 pixels,N/A,N/A,N/A
85.28 s,-1.03 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0019790104861857325,0.0011664847530095952,-0.014647297,-7 pixels,N/A,N/A,N/A
85.41 s,-1.01 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0020491284009010557,0.0012506734636762962,-0.014657701,-7 pixels,N/A,N/A,N/A
85.53 s,-1.00 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.002119030723962428,0.001255621100863714,-0.014695151,-7 pixels,N/A,N/A,N/A
85.65 s,-0.99 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0020547893846216115,0.001269957561412702,-0.014627721,-7 pixels,N/A,N/A,N/A
85.77 s,-0.98 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0020959574920786437,0.001295742293843741,-0.014660116,-7 pixels,N/A,N/A,N/A
85.91 s,-0.97 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0020152251335714,0.001462490893127713,-0.014645342,-7 pixels,N/A,N/A,N/A
86.03 s,-0.96 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.002057911497374015,0.001453573782924033,-0.014600448,-7 pixels,N/A,N/A,N/A
86.15 s,-0.95 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0020034184314739398,0.001614370921997185,-0.014630372,-7 pixels,N/A,N/A,N/A
86.27 s,-0.94 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.001988021581684014,0.001670489787561567,-0.014623475,-7 pixels,N/A,N/A,N/A
86.39 s,-0.93 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0018423781280776318,0.0017578357522989043,-0.014648332,-7 pixels,N/A,N/A,N/A
86.51 s,-0.92 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001778354851972053,0.001837907639564222,-0.014580601,-7 pixels,N/A,N/A,N/A
86.63 s,-0.91 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0017363490113805388,0.0017986855334999239,-0.014692383,-7 pixels,N/A,N/A,N/A
86.75 s,-0.90 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0018096564527667726,0.0018332891107309777,-0.014588195,-7 pixels,N/A,N/A,N/A
86.87 s,-0.89 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019062510206615817,0.0017683867109451168,-0.014699465,-7 pixels,N/A,N/A,N/A
86.99 s,-0.88 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0019010037470392682,0.001869221457330575,-0.01466073,-7 pixels,N/A,N/A,N/A
87.12 s,-0.86 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019292378556520495,0.0017814631537969516,-0.014722515,-7 pixels,N/A,N/A,N/A
87.23 s,-0.85 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0017499962438509268,0.0017971091894359327,-0.014724244,-7 pixels,N/A,N/A,N/A
87.35 s,-0.84 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0018736472911350273,0.0017343345502814661,-0.014808594,-7 pixels,N/A,N/A,N/A
87.47 s,-0.83 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0018827872818511192,0.0016868437928222854,-0.014770766,-7 pixels,N/A,N/A,N/A
87.59 s,-0.82 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002040896860789964,0.001538668531130683,-0.014829336,-7 pixels,N/A,N/A,N/A
87.71 s,-0.81 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0020090635778107786,0.0014466248065288078,-0.014792693,-7 pixels,N/A,N/A,N/A
87.83 s,-0.80 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002087197707775152,0.0012436100443193798,-0.014779891,-8 pixels,N/A,N/A,N/A
87.95 s,-0.79 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020219979162344236,0.001192510860958364,-0.014825288,-8 pixels,N/A,N/A,N/A
88.06 s,-0.78 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020478515219895742,0.0011112200671629506,-0.014800164,-8 pixels,N/A,N/A,N/A
88.18 s,-0.77 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019685660281696473,0.001102993401560568,-0.014896734,-8 pixels,N/A,N/A,N/A
88.3 s,-0.76 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020108691623295736,0.0011460544225903662,-0.014804338,-8 pixels,N/A,N/A,N/A
88.42 s,-0.75 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0021121169298105934,0.0010466001590479748,-0.01491585,-9 pixels,N/A,N/A,N/A
88.54 s,-0.74 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002199368216932044,0.0011133874518255012,-0.014836525,-9 pixels,N/A,N/A,N/A
88.66 s,-0.73 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002277209922818604,0.0010490664411336866,-0.014793888,-9 pixels,N/A,N/A,N/A
88.78 s,-0.72 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0021451757797702918,0.0010692006704555825,-0.014747351,-9 pixels,N/A,N/A,N/A
88.9 s,-0.71 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002115029124211317,0.0010814086869756422,-0.01475946,-9 pixels,N/A,N/A,N/A
89.03 s,-0.70 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019594771018112277,0.0011929497488378593,-0.01474567,-9 pixels,N/A,N/A,N/A
89.15 s,-0.69 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020328185370225987,0.0011721457704168999,-0.014778378,-10 pixels,N/A,N/A,N/A
89.27 s,-0.68 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0018524025266373344,0.0012597330261140964,-0.014847894,-10 pixels,N/A,N/A,N/A
89.39 s,-0.66 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019121564464994456,0.0012902029571299101,-0.01487355,-10 pixels,N/A,N/A,N/A
89.51 s,-0.65 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0017984552172703701,0.0013785951459724143,-0.014908169,-10 pixels,N/A,N/A,N/A
89.63 s,-0.64 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.001966294406305178,0.0013436524834300211,-0.0149578,-10 pixels,N/A,N/A,N/A
89.75 s,-0.63 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0019059627407185008,0.0014374487595546555,-0.014986019,-10 pixels,N/A,N/A,N/A
89.88 s,-0.62 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0020470180995431496,0.001420861367220018,-0.01493659,-10 pixels,N/A,N/A,N/A
90.0 s,-0.61 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.002078326973265632,0.0013653086623855218,-0.01500731,-10 pixels,N/A,N/A,N/A
90.12 s,-0.60 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.001959784538281723,0.0015074475659989579,-0.014902253,-10 pixels,N/A,N/A,N/A
90.24 s,-0.59 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0018779806072269844,0.0014439126916659106,-0.014953743,-10 pixels,N/A,N/A,N/A
90.37 s,-0.58 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0016950349309642434,0.0014921664119792474,-0.014991743,-10 pixels,N/A,N/A,N/A
90.49 s,-0.56 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0018495953209546891,0.0014503180380000989,-0.015028473,-10 pixels,N/A,N/A,N/A
90.61 s,-0.55 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0018116211450951135,0.001525203634031349,-0.015046737,-11 pixels,N/A,N/A,N/A
90.73 s,-0.54 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0020184647268632915,-0.000101495,-0.015018336,-12 pixels,N/A,N/A,N/A
90.85 s,-0.53 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0019940723295892673,-0.000374814,-0.014955483,-12 pixels,N/A,N/A,N/A
90.98 s,-0.52 m,5.38 m,0.47 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.001987342734540331,0.0010182600190143374,-0.014910766,-12 pixels,N/A,N/A,N/A
91.09 s,-0.51 m,5.38 m,0.47 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.0019644728904032885,-5.67E-05,-0.014833196,-12 pixels,N/A,N/A,N/A
91.21 s,-0.50 m,5.38 m,0.47 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.0019183164599506479,-0.003139337,-0.014833941,-11 pixels,N/A,N/A,N/A
91.33 s,-0.49 m,5.38 m,0.47 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.001964973617839608,-0.00257934,-0.014861944,-11 pixels,N/A,N/A,N/A
91.45 s,-0.48 m,5.38 m,0.47 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.0019514087594769884,-0.000500043,-0.014879398,-11 pixels,N/A,N/A,N/A
91.47 s,-0.48 m,5.38 m,0.47 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.0019499641645644025,-0.000110553,-0.014888344,-11 pixels,N/A,N/A,N/A
91.48 s,-0.48 m,5.38 m,0.47 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.0019530589726373965,6.784086059769149e-05,-0.014890019,-11 pixels,N/A,N/A,N/A
91.5 s,-0.47 m,5.38 m,0.47 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.0019708935539192733,0.000385860777006653,-0.014887194,-10 pixels,N/A,N/A,N/A
91.52 s,-0.47 m,5.38 m,0.47 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.00198900210543165,0.0006351154340387851,-0.014901763,-10 pixels,N/A,N/A,N/A
91.54 s,-0.47 m,5.38 m,0.47 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.0020085474307755214,0.0008796322468045091,-0.014920623,-10 pixels,N/A,N/A,N/A
91.55 s,-0.47 m,5.38 m,0.47 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.0020319348730245463,0.0011708095313903598,-0.014949386,-10 pixels,N/A,N/A,N/A
91.58 s,-0.47 m,5.38 m,0.47 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.002058233281825498,0.0015557281495207687,-0.014944614,-9 pixels,N/A,N/A,N/A
91.59 s,-0.47 m,5.38 m,0.47 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.00207779990705109,0.0017840875112696316,-0.014954398,-8 pixels,N/A,N/A,N/A
91.64 s,-0.46 m,5.39 m,0.47 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.002127546402216283,0.0025796237551786593,-0.014939043,-8 pixels,N/A,N/A,N/A
91.75 s,-0.45 m,5.39 m,0.47 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.0021139669490165937,0.003430326022102063,-0.015083033,-7 pixels,N/A,N/A,N/A
91.86 s,-0.44 m,5.39 m,0.47 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.0022188015615820698,0.003450256319838718,-0.015057759,-7 pixels,N/A,N/A,N/A
91.98 s,-0.43 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.0021911220671589258,0.0031243287848563527,-0.015145549,-7 pixels,N/A,N/A,N/A
92.07 s,-0.42 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.0022317449562074495,0.0028485791784345162,-0.01509833,-6 pixels,N/A,N/A,N/A
92.18 s,-0.41 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.002172565858740281,0.002518511572026771,-0.015214719,-6 pixels,N/A,N/A,N/A
92.29 s,-0.40 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.002178017221438938,0.002339942020289944,-0.01517715,-6 pixels,N/A,N/A,N/A
92.39 s,-0.39 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0020701609715954917,0.0021792766325961156,-0.015183606,-6 pixels,N/A,N/A,N/A
92.51 s,-0.38 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020974824586266327,0.0019894632854701665,-0.015186041,-6 pixels,N/A,N/A,N/A
92.61 s,-0.37 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019741990253688488,0.0018477255017149987,-0.01520584,-6 pixels,N/A,N/A,N/A
92.71 s,-0.36 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002035218052707166,0.001701791685211814,-0.015225511,-6 pixels,N/A,N/A,N/A
92.82 s,-0.35 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019767573075097017,0.0016132791810011806,-0.015282706,-6 pixels,N/A,N/A,N/A
92.93 s,-0.35 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020200487138753017,0.0014200830568542003,-0.015249729,-5 pixels,N/A,N/A,N/A
93.04 s,-0.33 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001927471799891785,0.0013440242965472187,-0.015224044,-5 pixels,N/A,N/A,N/A
93.15 s,-0.33 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019288931596544798,0.0011726756076959777,-0.01521602,-5 pixels,N/A,N/A,N/A
93.27 s,-0.31 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001743931226993814,0.0012309365801949355,-0.015300329,-5 pixels,N/A,N/A,N/A
93.37 s,-0.31 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0017571663415564386,0.0011867174419435828,-0.015280132,-5 pixels,N/A,N/A,N/A
93.48 s,-0.30 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0017530303789454718,0.0012239537177851144,-0.015347156,-5 pixels,N/A,N/A,N/A
93.59 s,-0.29 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019049418735679917,0.0011474089086102688,-0.01535735,-5 pixels,N/A,N/A,N/A
93.7 s,-0.28 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019540817171523257,0.0011878424583321677,-0.015378757,-5 pixels,N/A,N/A,N/A
93.8 s,-0.27 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0021157482091186263,0.0011228024478483563,-0.015333255,-5 pixels,N/A,N/A,N/A
93.92 s,-0.26 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0020510215841098413,0.0011781759555013196,-0.015373522,-5 pixels,N/A,N/A,N/A
94.03 s,-0.25 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020539909930949764,0.0011354051415484148,-0.015342112,-5 pixels,N/A,N/A,N/A
94.13 s,-0.24 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0018701466023539086,0.0011953119013243386,-0.015369052,-4 pixels,N/A,N/A,N/A
94.24 s,-0.23 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0018645064492585398,0.0011267352677494416,-0.01533292,-4 pixels,N/A,N/A,N/A
94.35 s,-0.22 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0018541057673153137,0.0012017800635320817,-0.015401985,-4 pixels,N/A,N/A,N/A
94.45 s,-0.21 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002001035473130269,0.001123449448462276,-0.015371304,-3 pixels,N/A,N/A,N/A
94.57 s,-0.20 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00194318534956567,0.0012100483235706425,-0.015405143,-3 pixels,N/A,N/A,N/A
94.67 s,-0.19 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020050869446314066,0.0011946454463483455,-0.015406555,-3 pixels,N/A,N/A,N/A
94.79 s,-0.18 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019681837357482415,0.0012794129830722342,-0.015354959,-3 pixels,N/A,N/A,N/A
94.89 s,-0.17 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020102720748421,0.001250213018355425,-0.015365173,-3 pixels,N/A,N/A,N/A
95.0 s,-0.16 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0018794901579710689,0.0013646233544286424,-0.015408709,-3 pixels,N/A,N/A,N/A
95.12 s,-0.15 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019434557794866054,0.0013435929862009313,-0.015418209,-3 pixels,N/A,N/A,N/A
95.22 s,-0.14 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0018662136390561353,0.0014369833162014975,-0.015495419,-3 pixels,N/A,N/A,N/A
95.33 s,-0.13 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019614484213714236,0.0013983214962462094,-0.015511472,-3 pixels,N/A,N/A,N/A
95.44 s,-0.12 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0020026193483211625,0.0014323779227853465,-0.015533054,-3 pixels,N/A,N/A,N/A
95.56 s,-0.11 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020571122555910456,0.0013500789134547548,-0.015516179,-4 pixels,N/A,N/A,N/A
95.67 s,-0.10 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019239366985025741,0.0014417998846721122,-0.015576539,-4 pixels,N/A,N/A,N/A
95.78 s,-0.09 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019615136258380856,0.001366525805764864,-0.015571906,-4 pixels,N/A,N/A,N/A
95.89 s,-0.08 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0018680753077178636,0.0014484523669183326,-0.015559491,-4 pixels,N/A,N/A,N/A
96.0 s,-0.07 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001942098686843797,0.001405032422325818,-0.015570991,-4 pixels,N/A,N/A,N/A
96.12 s,-0.06 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019200745018451884,0.0014375984321758851,-0.015595914,-4 pixels,N/A,N/A,N/A
96.23 s,-0.05 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019674249460711083,0.0013889473007674669,-0.015573985,-4 pixels,N/A,N/A,N/A
96.34 s,-0.04 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0018119573271167617,0.0014264684608727473,-0.015530307,-4 pixels,N/A,N/A,N/A
96.45 s,-0.03 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0018912593930520394,0.0013454995943810407,-0.01549773,-4 pixels,N/A,N/A,N/A
96.57 s,-0.02 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0018730449173821294,0.0013386462931583383,-0.015621728,-4 pixels,N/A,N/A,N/A
96.68 s,-0.01 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019992254199517976,0.0012991423699160157,-0.015557848,-4 pixels,N/A,N/A,N/A
96.79 s,-0.00 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001983265657317611,0.0013758161421027607,-0.015563081,-4 pixels,N/A,N/A,N/A
96.9 s,0.01 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002040203847542679,0.0013355662059997737,-0.015534027,-4 pixels,N/A,N/A,N/A
97.01 s,0.02 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0018616318168299885,0.0014429893147999426,-0.015602758,-4 pixels,N/A,N/A,N/A
97.14 s,0.03 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0018920894443349716,0.0013715428818876843,-0.015512418,-4 pixels,N/A,N/A,N/A
97.26 s,0.04 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0018992734687811941,0.001444528513743233,-0.015654697,-4 pixels,N/A,N/A,N/A
97.37 s,0.05 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020282166841244656,0.0013879327085744785,-0.015631391,-4 pixels,N/A,N/A,N/A
97.48 s,0.06 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0018885385815529422,0.0014867961168890222,-0.015691641,-4 pixels,N/A,N/A,N/A
97.59 s,0.07 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020533916626494586,0.0014829482868196878,-0.015745127,-4 pixels,N/A,N/A,N/A
97.69 s,0.08 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0021617360055371996,0.0014563414541551157,-0.015797536,-4 pixels,N/A,N/A,N/A
97.8 s,0.09 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0023236563009777296,0.0013869876658873913,-0.015672278,-4 pixels,N/A,N/A,N/A
97.91 s,0.10 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.002335301923040882,0.0013941637197980282,-0.015702857,-4 pixels,N/A,N/A,N/A
98.02 s,0.11 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0024831867518736984,0.001293518967976203,-0.015663362,-4 pixels,N/A,N/A,N/A
98.13 s,0.12 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0024147124258898146,0.0013728957528364402,-0.015705249,-5 pixels,N/A,N/A,N/A
98.23 s,0.13 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0025348417882771514,0.001370011880813655,-0.015731966,-5 pixels,N/A,N/A,N/A
98.34 s,0.14 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0025538848782885744,0.0014383552751534884,-0.01572503,-5 pixels,N/A,N/A,N/A
98.45 s,0.15 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0027049014301524237,0.0013895291569328855,-0.015737333,-5 pixels,N/A,N/A,N/A
98.57 s,0.16 m,5.38 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0026548200313026957,0.0014636866537946379,-0.015737067,-5 pixels,N/A,N/A,N/A
98.67 s,0.17 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002659371263841405,0.0013947811939356042,-0.015725051,-5 pixels,N/A,N/A,N/A
98.78 s,0.18 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0025184155414227,0.0015330004633404301,-0.015838921,-4 pixels,N/A,N/A,N/A
98.9 s,0.19 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0024714719790551428,0.0014986566078524358,-0.015833854,-4 pixels,N/A,N/A,N/A
99.0 s,0.20 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0022601529342210352,0.0015269390740122,-0.015905841,-4 pixels,N/A,N/A,N/A
99.11 s,0.21 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0022070029206929147,0.001486159713177398,-0.01587952,-4 pixels,N/A,N/A,N/A
99.23 s,0.22 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002118445283797629,0.001473927698035832,-0.015933806,-5 pixels,N/A,N/A,N/A
99.33 s,0.23 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002100846766446397,0.0014349187544264379,-0.01587142,-5 pixels,N/A,N/A,N/A
99.44 s,0.24 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001960135478511013,0.001498261355525601,-0.015914971,-5 pixels,N/A,N/A,N/A
99.55 s,0.25 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002028786790342556,0.0013763182316256554,-0.015872552,-5 pixels,N/A,N/A,N/A
99.66 s,0.26 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002030586555695672,0.0013178675531593609,-0.015985607,-5 pixels,N/A,N/A,N/A
99.77 s,0.27 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0021231698137687887,0.001287290751345435,-0.015934856,-6 pixels,N/A,N/A,N/A
